user_id,location,language,account_created,follower_count
user_ewhj7uh3,"Houston, USA",es,2023-12-23,14378
user_bxly4qsk,"Melbourne, Australia",de,2023-06-09,37124
user_5jzr83cf,"Sydney, Australia",ja,2023-09-30,28802
user_qpmg4srk,"Rio de Janeiro, Brazil",zh,02/03/2023,33780
user_vuu7r75n,"Milan, Italy",ja,15/06/2023,19196
user_f7gw8r95,"Manchester, UK", zh ,21/10/2023,14142
user_omum896s,"Rome, Italy",de,01-07-2023,1160
user_56ztj4ej,Singapore,zh,2023-01-20,33410
user_3v5bmc1w,"Johannesburg, South Africa",AR,2023-11-22,45585
user_r81b8x1v,"Tokyo, Japan",en,07-Oct-2023,43520
user_kf84zwv2,,es,04-18-2023,49575
user_fxsobysv,"Sydney, Australia",es,12-17-2023,10948
user_ckihmwlk,"Berlin, Germany",es,2023-08-31,20122
user_extpr91a,"Chicago, USA",fr,2023-02-27,3802
user_lnbrfbja,"Melbourne, Australia",ru,09/12/2023,48769
user_azj09nr4,"London, UK",es,05-02-2023,40700
user_ttlouvlq,"BEIJING, CHINA",ru,07/12/2023,19373
user_y0mvxe0c,"Houston, USA",pt,2023-10-17,27658
user_n0ok02rt,"Dubai, UAE",ru,2023-02-13,2531
user_0nzzm3ff,"Munich, Germany",es,25/01/2023,16757
user_056jjlrt,Singapore,ja,2023-01-16,41352
user_qobhni7e,,es,2023-01-26,17295
user_ta69gmj0,"Lyon, France",hi,2023-01-21,21267
user_7nf5hu9v,"Shanghai, China",ar,11-Jul-2023,45013
user_06v0exkg,"Barcelona, Spain",zh,2023-05-20,552
user_ct4c5m5p,"Manchester, UK",ru,29/12/2023,13416
user_ivpoy0x1,"  Seoul, South Korea  ",hi,2023-05-12,28950
user_o9e3yl5r,"Madrid, Spain",de,03-Oct-2023,36520
user_11phoejb,"Seoul, South Korea",es,2023-06-02,37944
user_njtvacei,"Dubai, UAE",fr,09-13-2023,8100
user_mtuzxdlb,"Melbourne, Australia",fr,06-Apr-2023,49341
user_f45gw6pp,"MEXICO CITY, MEXICO",ar,09/10/2023,40345
user_qfevrky0,"Munich, Germany",zh,2023-02-08,6197
user_q6b92sgq,"Munich, Germany",hi,2023-07-21,38254
user_77m315jj,"Munich, Germany",en,2023-01-06,30293
user_my2pinn7,"Chicago, USA",de,2023-06-05,1038
user_rbvbyj5y,"LONDON, UK",ru,2023-08-24,2857
user_eg2telg5,Singapore,hi,12-25-2023,10015
user_1r0kftmv,"Los Angeles, USA",ru,06-11-2023,53800.0
user_kvu7ljf2,"São Paulo, Brazil",es,2023-06-18,15383
user_4h468qeh,"Munich, Germany",ru,09-25-2023,
user_d6tjszz8,"Melbourne, Australia",fr,03-24-2023,37186
user_3l8kzask,"Seoul, South Korea",ess,09-10-2023,11009
user_z9n3lwuk,"Mumbai, India",zh,2023-12-20,15158
user_jsmxpwu0,"Lagos, Nigeria",ar,2023-09-09,31041
user_t59clgrj,"Milan, Italy",ar,2023-10-06,43441
user_ja1dmtpu,"MUNICH, GERMANY",ar,2023-06-17,32283
user_nwv6ddob,"Barcelona, Spain",zh,26-Aug-2023,28382
user_i2rk6iik,"Osaka, Japan",en,03-17-2023,40792
user_4jixdawy,"Barcelona, Spain",pt,2023-01-01,3507
user_vc1szta6,"Chicago, USA",ru,18/08/2023,16685
user_wf6fogvd,"Osaka, Japan",de,2023-09-12,48576
user_4wra4ou1,"Cairo, Egypt",es,10-29-2023,6822
user_qztfr35l,"Vancouver, Canada",ar,29-Jan-2023,39486
user_sc48kef8,"Vancouver, Canada",en,01/03/2023,14772
user_d540lt76,"LOS ANGELES, USA",de,06-22-2023,8352
user_81otnxj4,"Johannesburg, South Africa",de,08-Jun-2023,35715
user_al9p1gnu,"Munich, Germany",pt,2023-04-19,49268
user_5l9nw5ja,"Milan, Italy",hi,2023-05-07,11777
user_sk29dqyu,"Lagos, Nigeria",AR,04/11/2023,18327
user_zqv2vrf5,"vancouver, canada",es,09-17-2023,13531
user_i7dvhf8q,Singapore, pt ,01-03-2023,4409
user_k3y9gbsz,"Berlin, Germany",es,05-06-2023,12496
user_839fxdlb,"MEXICO CITY, MEXICO",ar,2023-05-05,15843
user_i1e1kek5,"Vancouver, Canada",zh,2023-10-01,46765
user_nh1o0jf3,"Seoul, South Korea",es,2023-03-24,23258
user_fhm7i47h,"Beijing, China",hi,06-20-2023,43143
user_4vtz5fph,"Berlin, Germany",de,2023-05-22,4310
user_7ca0d2ca,"Toronto, Canada",hi,2023-05-24,49154
user_xbva0qcq,"Manchester, UK",hi,2023-07-17,21901
user_vw9pi7nt,"Toronto, Canada",zh,10-16-2023,31294
user_zg4kjiw1,,ja,03-05-2023,35298
user_v20bhdbp,"Barcelona, Spain",es,02-Jun-2023,6540
user_dixsdewf,"Beijing, China",es,13/09/2023,45746
user_m8iw7i4v,"Toronto, Canada",ar,13/01/2023,38283
user_87kc1g6d,"  Houston, USA  ",hi,05/05/2023,7238
user_hdcwy7rw,"Houston, USA",hi,12-Jun-2023,2595
user_jpjfe0mm,"Lyon, France",en,2023-10-11,26099
user_02sm9ly7,"  Seoul, South Korea  ",ru,12/10/2023,48317
user_t6hlzu33,"Seoul, South Korea",es,24/12/2023,18568
user_3u7xgcuc,"Rome, Italy",fr,2023-10-06,11332
user_skl4j2ok,Singapore,ar,2023-02-24,47412
user_yx62v2ol,"Delhi, India",fr,08/06/2023,21569
user_vfz790ui,"Delhi, India",ja,2023-08-19,
user_5exkshy7,"Rio de Janeiro, Brazil",ja,19-Sep-2023,43729
user_2515g13o,"Melbourne, Australia", fr ,05/12/2023,25991
user_nk06mmye,"Beijing, China",ru,31/01/2023,34221
user_xkt80br3,"Rio de Janeiro, Brazil",ru,2023-11-05,37687
user_j0akync6,"Houston, USA",en,2023-10-23,N/A
user_ghvkvfa7,"Munich, Germany",en,31/08/2023,12899
user_x2etbjko,"Barcelona, Spain",pt,2023-03-26,36825
user_6w7t1ijr,"Milan, Italy",,2023-08-14,27442
user_01mu2x1s,"Toronto, Canada",es,02/11/2023,25887
user_kjdhjed1,"PARIS, FRANCE", en ,2023-03-20,15413
user_jhknjb2o,"Manchester, UK",,2023-12-09,26342
user_5t2f5iez,"Mumbai, India",en,15-Jul-2023,29412
user_pdbi7llj,"Johannesburg, South Africa",fr,20-Aug-2023,789
user_71fmq8vv,"Paris, France",hi,2023-07-24,30746
user_35tibb0k,"Shanghai, China",hi,2023-05-28,24318
user_kuccczbl,"cairo, egypt",zh,28/02/2023,
user_27gl0vx8,"Shanghai, China",zh,2023-12-19,39885
user_n60azzwm,"Los Angeles, USA",en,2023-06-30,16767
user_ul9vcts3,"Madrid, Spain",ar,2023-10-25,36347
user_3ec3xlij,"Mumbai, India",ar,10-20-2023,42106
user_z05ow6gf,"Melbourne, Australia",ja,2023-08-31,40052
user_vzkc4eex,"Madrid, Spain",en,05-17-2023,34062
user_hko8pxwz,"Chicago, USA",es,08-Mar-2023,42258
user_eank0miq,"London, UK", es ,2023-12-24,8837
user_vlsb91yi,"Vancouver, Canada",ar,30/10/2023,31473
user_9r55gqow,"Cairo, Egypt",es,20/08/2023,29901
user_3jedn9am,"Beijing, China",pt,21-Jan-2023,29196
user_a7p5u7lh,"Osaka, Japan",es,2023-07-25,
user_ncbd7ffc,"Toronto, Canada",ar,03/09/2023,6667
user_hftncqwg,"Osaka, Japan",en,05-May-2023,35741
user_wshujk0v,"New York, USA",zh,12-23-2023,33066
user_i5gyaj59,"Rome, Italy",zhh,26/02/2023,26215
user_wd54p4v2,"Paris, France",ar,18/08/2023,26645
user_mv849ksk,"Los Angeles, USA",de,28-Aug-2023,8860
user_7djuqed1,"Shanghai, China",zh,2023-03-11,26907
user_j5l1l3j3,"  Milan, Italy  ",ja,2023-08-03,24370
user_mivsrvu3,"NEW YORK, USA",ja,2023-02-28,27855
user_bf5c7eq4,"LYON, FRANCE",hi,04-Jun-2023,10579
user_yotuyqas,,fr,2023-01-31,19591
user_44de7ixg,"New York, USA",hi,2023-03-13,41901
user_r7eg1rac,"Houston, USA",fr,2023-04-15,2052
user_aqe9wzh2,"New York, USA",pt,2023-11-27,34088
user_eatb59cy,"Mexico City, Mexico",en,2023-08-02,39881
user_us4gqp8w,"Cairo, Egypt",es,06-21-2023,23708
user_c598rgin,"Johannesburg, South Africa",ar,23-Sep-2023,34632
user_2413uvvt,Singapore,es,2023-05-25,18809
user_q6zxw0b0,"Mumbai, India",hi,11/03/2023,11339
user_i15alzcr,  Singapore  ,pt,07-02-2023,37046
user_ngs7bvtc,"Rio de Janeiro, Brazil",fr,05/05/2023,11568
user_npcpkikb,"Osaka, Japan",ja,2023-12-20,27589
user_0ovhak73,"New York, USA",hi,2023-12-15,32045
user_y68rd0ph,"Johannesburg, South Africa",es,04/06/2023,11155
user_tjmmxujl,"São Paulo, Brazil",hi,2023-10-08,6675
user_ipc8wvdz,"Houston, USA",fr,2023-09-24,9612
user_q3dvjt5a,"Barcelona, Spain",en,2023-01-02,25339
user_p1ckbgu0,"Beijing, China",hi,17/02/2023,844
user_pa5oa4sx,"Lagos, Nigeria",ar,2023-08-05,42422
user_2ecys8dy,Singapore,ru,2023-08-30,34991
user_wous5rom,,fr,2023-05-15,44353
user_wolyc68e,"Berlin, Germany",hi,09-24-2023,21598
user_zfhfi8vl,"Los Angeles, USA",hi,11-11-2023,25841
user_c01tfali,"Milan, Italy",fr,10-29-2023,28971
user_e9paascb,"são paulo, brazil",de,03-11-2023,19695
user_l5tg9fs9,"Munich, Germany",es,2023-10-08,8582
user_qiay963n,"Vancouver, Canada",en,2023-09-22,11551
user_i5ujajet,"São Paulo, Brazil",zh,2023-04-15,26833
user_yr80oaxg,"Osaka, Japan",fr,09/01/2023,30039
user_hrja27s4,"Paris, France",en,10-13-2023,42821
user_knjtsbf3,"Toronto, Canada",zh,2023-06-27,1298
user_bcl4gqby,"São Paulo, Brazil",ar,2023-05-11,20758
user_6q9v2e5a,"Milan, Italy",pt,07/01/2023,35445
user_i11d4wfo,"Shanghai, China",ar,2023-05-30,43184
user_y2h9q3ov,"Houston, USA",en,05-Apr-2023,18336
user_3uo85im0,"New York, USA",hi,2023-04-12,36466
user_3bumtqzs,"Munich, Germany",ar,06-18-2023,23677
user_t2e8zk5w,"Melbourne, Australia",ar,08-21-2023,28784
user_k16jgobs,"NEW YORK, USA",zh,2023-09-08,35293
user_txrypced,"Rome, Italy",de,28/05/2023,2479
user_72satzpm,"Osaka, Japan",fr,2023-11-07,45295
user_rpjjwdw9,"Mexico City, Mexico",ru,2023-05-27,-44670.0
user_bb3ygvae,Singapore,ja,09-13-2023,3302
user_taeychos,"Barcelona, Spain",es,2023-10-12,38460
user_qxhiayyr,"Berlin, Germany",hi,2023-06-07,12943
user_w4tb9pr9,"Los Angeles, USA",pt,2023-11-25,47532
user_rifmkpck,"Mumbai, India",ar,01-06-2023,1074
user_8t4e9hnl,"Paris, France",ar,02-02-2023,
user_eci1w7hz,"Seoul, South Korea",ru,02-04-2023,43692
user_ur1cqbvt,"Vancouver, Canada",,2023-09-20,16616
user_4ne7qun0,"Rome, Italy",pt,09/04/2023,48020
user_fietp9xk,"Shanghai, China",ru,09-30-2023,40252
user_g4wvcqoa,"Delhi, India",de,2023-07-13,20556
user_v8qu1p8i,"Vancouver, Canada",ru,2023-11-01,36269
user_y9bjiho1,"Mumbai, India",zh,11-12-2023,24858
user_x6t03gzx,"Rome, Italy",,24/10/2023,5868
user_rscyqide,"Shanghai, China",es,13/02/2023,4478
user_c6x0yszg,"Melbourne, Australia",ar,2023-04-13,48384
user_wouds22l,"Los Angeles, USA",fr,2023-06-15,44825
user_sb57kdx4,"Manchester, UK",pt,2023-06-04,27173
user_1tqy94o2,"  Paris, France  ", hi ,2023-04-25,28391
user_7gm44p81,"Toronto, Canada",fr,02/07/2023,1960
user_gv4jqg3n,"Toronto, Canada",es,27/08/2023,27493
user_a19f44ms,"New York, USA",zh,2023-08-19,21298
user_g2hbxvtg,"Chicago, USA",ar,2023-12-01,46791
user_v8gtqwd5,"São Paulo, Brazil",ru,2023-07-16,11255
user_ukkkyp0o,"Toronto, Canada",es,2023-02-28,28045
user_6laec67f,"Chicago, USA",es,2023-06-16,-6536.0
user_ze63it02,"Milan, Italy",ja,2023-04-06,37116
user_uby999hz,"Houston, USA",de,2023-02-14,10510
user_5jnvufdb,"Delhi, India",de,11-28-2023,47808
user_cmf4omis,"Houston, USA",ar,30/08/2023,21040
user_swf9alie,"Dubai, UAE",es,10-27-2023,23651
user_cp951gop,"Houston, USA",ar,24/06/2023,31879
user_mlvgkgpu,"Seoul, South Korea",pt,2023-07-06,36362
user_q6c1cez7,"Madrid, Spain",pt,03/12/2023,28222
user_5gi9jn4u,Singapore,en,08-09-2023,16464
user_t3oblcqc,"Osaka, Japan",en,2023-07-27,20765
user_ykoqww5l,"Paris, France",frr,10-11-2023,665
user_hdl625jh,,pt,2023-03-10,33417
user_pgj3c632,,de,10/02/2023,18655
user_140m58n3,"Osaka, Japan",fr,06-10-2023,28999
user_s4nmuyvf,"MUMBAI, INDIA",zh,17-Mar-2023,43412
user_27aje6ur,"Berlin, Germany",hi,08-Aug-2023,15671
user_teahnr7h,"New York, USA",ja,2023-02-18,30953
user_t2547yd6,,hi,09/02/2023,8248
user_yhkk65jx,"Dubai, UAE",zh,03-04-2023,19947
user_dl3xyfx7,"Rome, Italy",hii,05/06/2023,16218
user_fpnt3iw9,"Rio de Janeiro, Brazil",ru,01-02-2023,8979
user_tj1hwx21,"Lyon, France",en,06-Mar-2023,24706
user_zeatlk93,"Mexico City, Mexico",ar,2023-11-22,17607
user_ay79c8du,"Barcelona, Spain",ru,2023-01-05,21312
user_pgqj40dx,"Toronto, Canada",es,2023-08-18,29989
user_nceqgt3f,"Toronto, Canada",es,26-Apr-2023,41263
user_ywa69u1f,"Milan, Italy",zh,30/09/2023,
user_auaf6zqu,"Tokyo, Japan",ja,2023-08-21,8613
user_qchyte6l,"  New York, USA  ",en,2023-09-17,33190
user_0xmoolhz,"New York, USA",zh,05/05/2023,34501
user_0jp66e6p,"São Paulo, Brazil",es,06-21-2023,21437
user_lt9gdb5a,"  Delhi, India  ",en,2023-07-27,40557
user_btbjsufs,"London, UK",ja,25/01/2023,30087
user_mcchsnr8,"Munich, Germany",ar,17-Feb-2023,2602
user_aqwezplu,"Cairo, Egypt",hi,02-06-2023,40191
user_7ydlrbx2,"Johannesburg, South Africa", ar ,2023-06-20,10358
user_veuczwoc,"Seoul, South Korea",pt,14/03/2023,11391
user_usts5yuo,"Shanghai, China",ja,31/12/2023,49933
user_zsdvwipi,"Mexico City, Mexico",ru,26/12/2023,19291
user_gyx5gifk,"Vancouver, Canada",es,2023-04-29,3302
user_pi32ijrq,"Barcelona, Spain",ru,2023-12-25,15386
user_i45x0tl1,"Cairo, Egypt", ja ,06-10-2023,34720
user_tduwgto2,"London, UK",ja,14/10/2023,27272
user_0q7j2ayv,"RIO DE JANEIRO, BRAZIL",pt,2023-01-17,23427
user_egbm0x5r,"Manchester, UK",pt,2023-12-22,8593
user_6am6m4he,"milan, italy",ru,12-29-2023,42340
user_tndo3hfx,"Berlin, Germany",de,2023-05-31,43803
user_irfxbf0q,"Johannesburg, South Africa",fr,09-17-2023,-3238.0
user_0riqrfz9,"Dubai, UAE",fr,2023-05-01,12825
user_5hllls25,"Houston, USA",en,2023-07-18,44839
user_gixgrawk,"São Paulo, Brazil",fr,2023-06-25,23531
user_8js3zac5,"Barcelona, Spain", ru ,03-15-2023,16218
user_xrod8bh2,"Rio de Janeiro, Brazil",zh,2023-08-26,48702
user_m6q38p8n,"Rio de Janeiro, Brazil",ru,2023-08-20,19975
user_ufyrd68a,"Munich, Germany",zh,2023-02-06,24756
user_e36lw9zl,"Lyon, France",zh,14-Oct-2023,41399
user_u6wmhba1,"Rio de Janeiro, Brazil",fr,05-07-2023,26788
user_a9a7r18l,"HOUSTON, USA",ja,12-30-2023,2091
user_3m0fddpp,"Toronto, Canada",fr,2023-03-01,327
user_pwnr2cuw,"Melbourne, Australia",ja,28/10/2023,20965
user_p6njk6q4,"London, UK",fr,2023-08-03,27586
user_0aacyvtz,"Rome, Italy",ru,2023-01-19,1452
user_j5tr3n1z,"Osaka, Japan",de,2023-07-16,29666
user_3xgp44s2,"Beijing, China",es,19/09/2023,11935
user_6lk9bh8q,"Johannesburg, South Africa",ru,04-18-2023,30992
user_8s0d1h4k,"New York, USA",en,2023-04-13,15522
user_r7rpurvq,"Los Angeles, USA",HI,2023-09-27,2812
user_x87qma0e,"lagos, nigeria",fr,28-Mar-2023,39223
user_2sz5870k,"Paris, France",ar,2023-08-14,22469
user_vhbx0pma,"Rio de Janeiro, Brazil",zh,2023-10-01,12556
user_c6zjvhsi,"Munich, Germany",PT,30/08/2023,20781
user_vec6gvbu,"Osaka, Japan",en,2023-01-28,17295
user_l1eyb03l,"Seoul, South Korea",jaa,2023-06-01,32738
user_s1avt2xw,"Johannesburg, South Africa",ru,01-31-2023,8604
user_cwh9v5dk,"Munich, Germany",en,09-08-2023,17364
user_a7y7wdlm,"Delhi, India",ar,28/01/2023,38573
user_w3hcoi82,"São Paulo, Brazil",zh,2023-04-17,11287
user_jm2grmis,"Dubai, UAE",EN,2023-01-03,45842
user_9vo7he3z,"Rio de Janeiro, Brazil",en,2023-12-01,36257
user_kn46rm8k,"Mumbai, India", en ,01-26-2023,12679
user_2a9bu71t,"Los Angeles, USA",fr,2023-08-15,20046
user_m5o36yfr,"Rio de Janeiro, Brazil",ar,08-11-2023,36159
user_6foacnhi,"Beijing, China",es,2023-04-17,-48467.0
user_84886kht,"  Cairo, Egypt  ",jaa,2023-06-30,17475
user_f45gw6pp,"Mexico City, Mexico",ar,2023-10-09,40345
user_vs99hcpu,"Manchester, UK",de,2023-02-24,40430
user_zq2nib62,"Delhi, India",ja,05-Aug-2023,5153
user_20v16n7o,"Osaka, Japan",es,06-23-2023,35772
user_cdzp4vm2,"Beijing, China",ru,2023-05-22,11187
user_y2kevkc6,"Shanghai, China",ru,13/06/2023,23145
user_s0cvgsc5,"Berlin, Germany",ru,07-20-2023,36087
user_jzxknj0a,"Tokyo, Japan",en,07-21-2023,231330.0
user_u7nyucfk,"Manchester, UK",es,27/09/2023,15321
user_ofpvkxmw,"Paris, France",ar,14/10/2023,42898
user_38xako3d,"Johannesburg, South Africa",en,2023-05-20,26614
user_e4woaioc,"Mexico City, Mexico", ja ,2023-05-16,19459
user_o9e3yl5r,"Madrid, Spain",de,10-03-2023,36520
user_eaft49ay,, es ,2023-01-28,31061
user_rawskkbp,"Mexico City, Mexico",ja,2023-04-03,19554
user_lyfad7uf,"Melbourne, Australia",es,2023-03-29,49092
user_q58jkdaj,"Munich, Germany",en,03/12/2023,29659
user_ll36h5wt,"Tokyo, Japan",ru,2023-07-02,29890
user_dbqn2wg3,"  Osaka, Japan  ",zh,2023-06-21,14408
user_8u9g9kjp,"Los Angeles, USA",pt,23/06/2023,37049
user_sh3by87q,"Manchester, UK",hi,2023-10-14,30340
user_2y7586xm,"New York, USA", hi ,02/04/2023,19874
user_ghc11hqx,"Beijing, China",fr,2023-12-11,8863
user_py58gal3,"Chicago, USA",fr,10/11/2023,46803
user_l9mm6sge,"Munich, Germany",en,04-Apr-2023,197540.0
user_217ifsky,"Dubai, UAE",ja,21-Nov-2023,45783
user_85468fb8,"Delhi, India",pt,2023-09-22,16049
user_9px5q0by,"Lyon, France",zh,2023-12-23,
user_q2y6x6ct,"Delhi, India",zh,2023-04-25,48128
user_hdwsy3nf,"Vancouver, Canada",fr,2023-03-28,N/A
user_lgnt3fch,"Johannesburg, South Africa",fr,29/03/2023,46078
user_9mtets0p,"Johannesburg, South Africa",pt,09-09-2023,8262
user_sgrcs7xk,"Madrid, Spain",ja,2023-12-24,9814
user_avt1fzq5,"São Paulo, Brazil",ar,03/06/2023,47923
user_wozqxxuj,"Lyon, France",ja,08-Sep-2023,32180
user_x2t8qu7s,"Manchester, UK",en,2023-05-22,32551
user_4mf7je2u,"Seoul, South Korea",es,29/12/2023,36544
user_muh53in5,"Vancouver, Canada",es,2023-03-12,20639
user_yn18x47n,"Cairo, Egypt",hi,2023-04-24,16381
user_hs5g35ed,"Lagos, Nigeria",frr,13/11/2023,149600.0
user_mvou9k6j,"Johannesburg, South Africa",pt,2023-01-14,19293
user_cgwp945e,"São Paulo, Brazil",de,22/02/2023,38693
user_nopk6luq,"Tokyo, Japan",JA,08-27-2023,196630.0
user_gq0rypar,"  Mumbai, India  ",zh,20/03/2023,17672
user_6aqnsm4k,"Los Angeles, USA",ar,2023-11-19,18647
user_ggnjpujh,  Singapore  ,hi,22/10/2023,N/A
user_t635oen6,"Johannesburg, South Africa",ru,2023-09-17,4167
user_uwheu707,"Osaka, Japan",ja,11/02/2023,9366
user_ysobum87,"Seoul, South Korea",ar,2023-08-08,34867
user_z6hw1i3y,"BARCELONA, SPAIN",zh,2023-03-25,47636
user_45yefmlp,"Paris, France",en,10-22-2023,37589
user_rsrg2sgy,"Dubai, UAE",de,2023-01-19,32791
user_y6jql5am,"MEXICO CITY, MEXICO",en,2023-06-02,46697
user_vy7kbd6u,"Cairo, Egypt",hi,14-Jun-2023,26320
user_cyip1pki,"Houston, USA",zh,2023-02-07,19792
user_21xbx95a,"Dubai, UAE",es,2023-01-28,37334
user_1cz5m9ov,"Beijing, China",hi,2023-01-19,18267
user_nudota2x,Singapore,pt,2023-12-01,17212
user_zmk7o7v0,"Mexico City, Mexico",ru,23-Jun-2023,14414
user_tdtogzrh,"Paris, France",hi,12-01-2023,42085
user_kjuts840,"Seoul, South Korea",zh,11-16-2023,21560
user_4f8xfwc5,"Beijing, China",ja,2023-03-23,14834
user_uwu8hunq,"Melbourne, Australia", es ,04-12-2023,47367
user_t4asqy15,"Houston, USA",ja,2023-02-28,26040
user_b0i0cdr4,"Munich, Germany",zh,06-27-2023,18616
user_zdot1vfk,"Barcelona, Spain",fr,2023-12-26,448
user_i1cf6it0,"Los Angeles, USA",ru,28/08/2023,15096
user_sd7unhlc,"Tokyo, Japan",hi,2023-06-27,7258
user_ytwjdefg,"mumbai, india",zh,2023-01-11,8878
user_gcqp6ulk,"Houston, USA",zh,2023-11-21,42234
user_c48hfo1e,"Tokyo, Japan",ja,02-Apr-2023,30991
user_mpu4oig7,"Osaka, Japan",ja,28-Feb-2023,23515
user_ffgz3fqf,"Los Angeles, USA",ja,2023-04-05,
user_61lc4emm,"Munich, Germany",pt,11-09-2023,23052
user_p9rj0hnr,"Madrid, Spain",zh,15/05/2023,48134
user_k7tyv3h1,"Mumbai, India",en,2023-12-13,24378
user_6f3gl5ci,"Los Angeles, USA",fr,16/11/2023,11240
user_g6l0e61e,"London, UK",de,2023-03-04,
user_xy0zqsx1,"Osaka, Japan",ru,2023-11-18,46574
user_romhzbq7,"Johannesburg, South Africa",fr,06-14-2023,39722
user_e6tqf43a,"Beijing, China",fr,2023-10-13,30497
user_po12745v,"Osaka, Japan",pt,2023-02-13,40728
user_rohqoenb,"Manchester, UK",en,2023-10-11,7323
user_oeg9yiqz,"São Paulo, Brazil",pt,2023-12-23,7528
user_qtpvdjjh,"osaka, japan",ar,24/12/2023,11385
user_tb4fgpus,"TORONTO, CANADA",pt,2023-10-20,6623
user_h5lkwga3,"Johannesburg, South Africa",ru,2023-04-30,26321
user_26vqb3hm,"Berlin, Germany",en,10/11/2023,8736
user_wo5zxl0h,"Melbourne, Australia",ja,04/09/2023,29999
user_xw2x8wg8,"Sydney, Australia",fr,01-05-2023,36009
user_hkiyc5fm,"Paris, France",ar,2023-10-21,125
user_7ccsgn39,"Barcelona, Spain",zh,06/07/2023,23684
user_3o7w66o2,"Berlin, Germany",ja,28-Nov-2023,49944
user_17wg6hsy,"  Lagos, Nigeria  ",pt,2023-10-27,-19199.0
user_vbe572r4,"Mumbai, India",es,2023-12-12,19318
user_uerv85na,"Rome, Italy",de,2023-04-30,1824
user_i2p1s57x,"Seoul, South Korea",es,2023-04-25,33834
user_uod57rwt,"Barcelona, Spain",en,16/04/2023,46440
user_9jvugme4,"Berlin, Germany",en,08-25-2023,-47684.0
user_tbqj08gl,"  Munich, Germany  ",ja,2023-04-29,18181
user_0jp66e6p,"São Paulo, Brazil",,21-Jun-2023,21437
user_t4fac9ry,"Lyon, France",zh,12-16-2023,45249
user_9asov0m8,Singapore,hi,2023-10-09,49763
user_t7iq5b8i,"  São Paulo, Brazil  ",es,24/10/2023,N/A
user_ktq7v6k9,"Paris, France",de,2023-03-02,26436
user_he9lmvpu,"Houston, USA",hi,2023-11-03,46685
user_v0r1gvuj,"Melbourne, Australia",zh,2023-12-25,47233
user_r0nd04lv,"Manchester, UK",hi,2023-08-17,39846
user_x6318ftx,"New York, USA",ja,2023-05-10,
user_jw3kd43r,"Dubai, UAE",hi,2023-11-06,12146
user_v90c7v7k,"Manchester, UK",en,2023-02-08,38478
user_gzmfd48k,"  Johannesburg, South Africa  ",es,2023-08-11,30865
user_aroc3ncd,"Rio de Janeiro, Brazil",hi,2023-03-24,10428
user_8az9uasg,"Cairo, Egypt",zhh,24/10/2023,6263
user_6qlz8pe6,"milan, italy",fr,01/10/2023,17169
user_7vpwoqp2,"Seoul, South Korea",zh,2023-09-14,18406
user_8i81i0p7,"Los Angeles, USA",en,2023-01-02,49518
user_tple0w0i,"Shanghai, China",pt,01-13-2023,26162
user_reqsqicb,"Toronto, Canada",hi,2023-03-04,49432
user_ga23fa19,"Toronto, Canada",fr,2023-08-11,17759
user_j7hru6kk,"Lyon, France",ar,25-Feb-2023,26012
user_ymg2zu9s,"São Paulo, Brazil",ru,2023-09-14,43449
user_hfqxjqrc,"Vancouver, Canada",en,09/12/2023,39278
user_wdvt8sn8,"Lagos, Nigeria",,18/10/2023,44991
user_olqc0pfx,"Munich, Germany",pt,30-Apr-2023,19479
user_p382lkdc,"New York, USA",,15-Aug-2023,23676
user_261d32en,"Seoul, South Korea",es,2023-01-15,12160
user_mjgvhs2g,"Los Angeles, USA",pt,10/06/2023,42942
user_9nowwm9z,"Shanghai, China",pt,12-18-2023,43032
user_st7yzsas,"Lyon, France",ru,2023-08-29,9870
user_skkg3n6w,"Lagos, Nigeria",fr,2023-11-20,43957
user_0digod7y,"cairo, egypt",ar,2023-07-31,27536
user_najfasrj,"LONDON, UK",ja,2023-12-01,3919
user_uioec9tu,"Rome, Italy",pt,17-Jun-2023,26060
user_bq4m0de9,"Munich, Germany",zh,2023-08-21,47615
user_v1jddj2m,"Osaka, Japan",fr,2023-09-29,40890
user_egkvyaal,"Beijing, China",zh,2023-08-27,47080
user_xwnpfnpm,"Delhi, India",es,21-Feb-2023,35374
user_j5okaapb,"Beijing, China",ar,2023-01-04,22563
user_ufolriaa,"MANCHESTER, UK",fr,01-31-2023,13928
user_ihrxnz9u,,fr,2023-12-09,18006
user_17homyqe,"Toronto, Canada",en,2023-07-27,4887
user_ruzvsfpj,"Beijing, China",en,2023-11-23,7098
user_9rojnpuf,"Milan, Italy",en,12/05/2023,46823
user_bowkbcof,"Los Angeles, USA",ja,2023-03-12,40966
user_q3gj5tmv,"Beijing, China",JA,04-17-2023,33820
user_jm7686o2,"Rome, Italy",en,2023-03-23,3152
user_29wn0kte,"Shanghai, China",es,05-07-2023,24106
user_13595b5a,"Delhi, India",es,2023-02-14,28095
user_fchpzhlh,"Shanghai, China",pt,2023-08-03,
user_r9mokwet,"Barcelona, Spain",ja,02-26-2023,22734
user_ewvhln58,"Seoul, South Korea",fr,2023-08-01,29588
user_mzrknkeu,"Manchester, UK",en,21/12/2023,24439
user_lyccsofd,"Manchester, UK",hi,06-Oct-2023,10310
user_ien1skk9,"London, UK",pt,2023-01-23,23189
user_0z594tjp,"Lyon, France",zh,25-Feb-2023,36674
